,id,id_str,name,screen_name,location,description,url,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type,profile_location.id,profile_location.url,profile_location.place_type,profile_location.name,profile_location.full_name,profile_location.country_code,profile_location.country,profile_location.contained_within,profile_location.bounding_box,entities.description.urls,status.created_at,status.id,status.id_str,status.text,status.truncated,status.entities.hashtags,status.entities.symbols,status.entities.user_mentions,status.entities.urls,status.source,status.in_reply_to_status_id,status.in_reply_to_status_id_str,status.in_reply_to_user_id,status.in_reply_to_user_id_str,status.in_reply_to_screen_name,status.geo,status.coordinates,status.place,status.contributors,status.retweeted_status.created_at,status.retweeted_status.id,status.retweeted_status.id_str,status.retweeted_status.text,status.retweeted_status.truncated,status.retweeted_status.entities.hashtags,status.retweeted_status.entities.symbols,status.retweeted_status.entities.user_mentions,status.retweeted_status.entities.urls,status.retweeted_status.source,status.retweeted_status.in_reply_to_status_id,status.retweeted_status.in_reply_to_status_id_str,status.retweeted_status.in_reply_to_user_id,status.retweeted_status.in_reply_to_user_id_str,status.retweeted_status.in_reply_to_screen_name,status.retweeted_status.geo,status.retweeted_status.coordinates,status.retweeted_status.place,status.retweeted_status.contributors,status.retweeted_status.is_quote_status,status.retweeted_status.retweet_count,status.retweeted_status.favorite_count,status.retweeted_status.favorited,status.retweeted_status.retweeted,status.retweeted_status.possibly_sensitive,status.retweeted_status.lang,status.is_quote_status,status.retweet_count,status.favorite_count,status.favorited,status.retweeted,status.lang,profile_location,entities.url.urls,status.possibly_sensitive,profile_banner_url,status.retweeted_status.quoted_status_id,status.retweeted_status.quoted_status_id_str,status.quoted_status_id,status.quoted_status_id_str,status.entities.media,status.extended_entities.media,status.retweeted_status.entities.media,status.retweeted_status.extended_entities.media,status.retweeted_status.scopes.followers,status.place.id,status.place.url,status.place.place_type,status.place.name,status.place.full_name,status.place.country_code,status.place.country,status.place.contained_within,status.place.bounding_box.type,status.place.bounding_box.coordinates,status.retweeted_status.place.id,status.retweeted_status.place.url,status.retweeted_status.place.place_type,status.retweeted_status.place.name,status.retweeted_status.place.full_name,status.retweeted_status.place.country_code,status.retweeted_status.place.country,status.retweeted_status.place.contained_within,status.retweeted_status.place.bounding_box.type,status.retweeted_status.place.bounding_box.coordinates
0,1202581192706420736,1202581192706420736,Sanga Chaki,ChakiSanga,India,"Pursuing PhD @IITKharagpur, India. ML/DL student. Music Researcher. Sarod player. Music enthusiast. Foodie. Travel buff. Bookworm.",,False,101,739,1,Thu Dec 05 13:31:29 +0000 2019,114,,,False,False,6,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1202581763714740225/iBFXOJl2_normal.jpg,https://pbs.twimg.com/profile_images/1202581763714740225/iBFXOJl2_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,b850c1bfd38f30e0,https://api.twitter.com/1.1/geo/id/b850c1bfd38f30e0.json,unknown,India,India,,,[],,[],Tue Oct 13 05:24:58 +0000 2020,1.315886223190229e+18,1315886223190228992,"@ismir2020 is my first ISMIR. Presenting our work on Explaining perceived emotion prediction in music, using attent… https://t.co/bgMJRhjS6n",True,[],[],"[{'screen_name': 'ismir2020', 'name': 'ismir2020', 'id': 1182674483779428354, 'id_str': '1182674483779428354', 'indices': [0, 10]}]","[{'url': 'https://t.co/bgMJRhjS6n', 'expanded_url': 'https://twitter.com/i/web/status/1315886223190228992', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,1182674483779428354,1182674483779428354,ismir2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,2.0,False,False,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1974656552,1974656552,Ankit Shah,ashah007,,"Working on #AI projects. Ph.D. Candidate at @LTIatCMU
I like to work smartly and make cool stuff
Technology Enthusiast Previous: @SCSatCMU, @Revive_Med, @ARM",https://t.co/82F4VPz4Ki,False,716,4836,24,Sun Oct 20 10:25:55 +0000 2013,2347,,,False,False,1291,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1186013814594199552/Vi8XTrfj_normal.jpg,https://pbs.twimg.com/profile_images/1186013814594199552/Vi8XTrfj_normal.jpg,3B94D9,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,[],Thu Nov 19 00:08:39 +0000 2020,1.3292149695740027e+18,1329214969574002691,@kayo_yin @UndergradAward congratulations,False,[],[],"[{'screen_name': 'kayo_yin', 'name': 'Kayo Yin', 'id': 207993017, 'id_str': '207993017', 'indices': [0, 9]}, {'screen_name': 'UndergradAward', 'name': 'The Global Undergraduate Awards', 'id': 284509664, 'id_str': '284509664', 'indices': [10, 25]}]",[],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1329201193260871688,1329201193260871688,207993017,207993017,kayo_yin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,1.0,False,False,en,,"[{'url': 'https://t.co/82F4VPz4Ki', 'expanded_url': 'https://ankitshah009.github.io/', 'display_url': 'ankitshah009.github.io', 'indices': [0, 23]}]",,https://pbs.twimg.com/profile_banners/1974656552/1571603015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,34899963,34899963,Ardak Shalkarbayuli,ardakshalkar,Алматы,,,False,489,725,4,Fri Apr 24 11:10:57 +0000 2009,12,,,False,False,262,,False,False,False,EDECE9,http://abs.twimg.com/images/themes/theme3/bg.gif,https://abs.twimg.com/images/themes/theme3/bg.gif,False,http://pbs.twimg.com/profile_images/1751422745/0_4320a_55105c13_XXL_normal.jpg,https://pbs.twimg.com/profile_images/1751422745/0_4320a_55105c13_XXL_normal.jpg,088253,D3D2CF,E3E2DE,634047,True,False,False,False,False,False,False,none,,,,,,,,,,[],Fri Jan 04 18:14:01 +0000 2019,1.0812524247137321e+18,1081252424713732098,@Quick_DBD is giving away free Pro Plans!! Awesome online tool to design databases online. I love it! 😍 https://t.co/4hmZTMHWch,False,[],[],"[{'screen_name': 'quick_dbd', 'name': 'QuickDBD', 'id': 734799777108512768, 'id_str': '734799777108512768', 'indices': [0, 10]}]","[{'url': 'https://t.co/4hmZTMHWch', 'expanded_url': 'https://app.quickdatabasediagrams.com', 'display_url': 'app.quickdatabasediagrams.com', 'indices': [104, 127]}]","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,734799777108512768,734799777108512768,quick_dbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,1.0,False,False,en,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,246351032,246351032,Gerald Jager,geraldjager62,"Utrecht, The Netherlands","Cameraman, Utrecht, bandjes, Buildings & Food.",,False,337,370,10,Wed Feb 02 16:47:27 +0000 2011,2228,,,True,False,14735,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/551827539912822784/4GSdXZ1X_normal.jpeg,https://pbs.twimg.com/profile_images/551827539912822784/4GSdXZ1X_normal.jpeg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,[],Sat Nov 21 16:17:30 +0000 2020,1.3301835655654482e+18,1330183565565448192,@MarieRijn @Pieterdegraaf80 @TiVre_Utrecht Yeah!,False,[],[],"[{'screen_name': 'MarieRijn', 'name': 'Anne-Marie van Rijn📷', 'id': 721717062993883136, 'id_str': '721717062993883136', 'indices': [0, 10]}, {'screen_name': 'Pieterdegraaf80', 'name': 'Pieter de graaf', 'id': 134753898, 'id_str': '134753898', 'indices': [11, 27]}, {'screen_name': 'TiVre_Utrecht', 'name': 'TivoliVredenburg', 'id': 1354232772, 'id_str': '1354232772', 'indices': [28, 42]}]",[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1330172429734449158,1330172429734449158,721717062993883136,721717062993883136,MarieRijn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,1.0,False,False,en,,,,https://pbs.twimg.com/profile_banners/246351032/1496129446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,54355949,54355949,Gabriela Alves,gabibrant,"Amsterdão, Holanda (Países Bai","just started as a Product Owner, working with APIs",,False,97,197,1,Mon Jul 06 22:29:25 +0000 2009,32,,,False,False,56,,False,False,False,9767A8,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1225642767956578310/AbK_Ys3p_normal.jpg,https://pbs.twimg.com/profile_images/1225642767956578310/AbK_Ys3p_normal.jpg,D96B1C,D9E1EB,DED9F2,0F0D0F,True,False,False,False,False,False,False,none,,,,,,,,,,[],Wed May 27 20:11:43 +0000 2020,1.2657374689990124e+18,1265737468999012352,"@harlleyaugusto @legnar_gui Também, algoritmo tá errado",False,[],[],"[{'screen_name': 'harlleyaugusto', 'name': 'Harlley Lima', 'id': 54580934, 'id_str': '54580934', 'indices': [0, 15]}, {'screen_name': 'legnar_gui', 'name': 'Rangel', 'id': 168661013, 'id_str': '168661013', 'indices': [16, 27]}]",[],"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1265736075336732673,1265736075336732673,54580934,54580934,harlleyaugusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,1.0,False,False,pt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2190079770,2190079770,Helma Torkamaan,__Helma,,,,False,143,627,7,Tue Nov 12 10:35:06 +0000 2013,359,,,False,False,178,,False,False,False,EDECE9,http://abs.twimg.com/images/themes/theme3/bg.gif,https://abs.twimg.com/images/themes/theme3/bg.gif,False,http://pbs.twimg.com/profile_images/572852223797780480/BWSLGupX_normal.jpeg,https://pbs.twimg.com/profile_images/572852223797780480/BWSLGupX_normal.jpeg,088253,D3D2CF,E3E2DE,634047,True,False,False,False,False,False,False,none,,,,,,,,,,[],Tue Nov 17 12:58:31 +0000 2020,1.328683939364528e+18,1328683939364528129,"RT @abellogin: Do not forget the deadlines for the #UMAP2021 Personalized #RecSys track - abstract Jan 17, paper Jan 24. Together with @DrC…",False,"[{'text': 'UMAP2021', 'indices': [51, 60]}, {'text': 'RecSys', 'indices': [74, 81]}]",[],"[{'screen_name': 'abellogin', 'name': 'Alejandro Bellogin', 'id': 147949965, 'id_str': '147949965', 'indices': [3, 13]}]",[],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,Tue Nov 17 10:05:28 +0000 2020,1.3286403897424732e+18,1328640389742473216,"Do not forget the deadlines for the #UMAP2021 Personalized #RecSys track - abstract Jan 17, paper Jan 24. Together… https://t.co/nLrMfli5KZ",True,"[{'text': 'UMAP2021', 'indices': [36, 45]}, {'text': 'RecSys', 'indices': [59, 66]}]",[],[],"[{'url': 'https://t.co/nLrMfli5KZ', 'expanded_url': 'https://twitter.com/i/web/status/1328640389742473216', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,12.0,21.0,False,False,False,en,False,12.0,0.0,False,False,en,,,,https://pbs.twimg.com/profile_banners/2190079770/1425413095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,429883491,429883491,Martijn Spitters,martijnspitters,"Roosendaal, Nederland","Senior Data Scientist bij @Datlinq. Voorheen @Blendle, @TNO_Research, @Textkernel. AI, NLP, ML. Drummen, analoge fotografie, mountainbiken.",,False,187,257,9,Tue Dec 06 14:17:48 +0000 2011,1827,,,True,False,607,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/705091935489409024/1eiU44gZ_normal.jpg,https://pbs.twimg.com/profile_images/705091935489409024/1eiU44gZ_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,[],Sun Oct 18 20:52:31 +0000 2020,1.3179315907025388e+18,1317931590702538753,@yvespeirsman Ontzettend benieuwd! Gefeliciteerd @yvespeirsman. Prachtige omslag trouwens! https://t.co/FASSBjwQnJ,False,[],[],"[{'screen_name': 'yvespeirsman', 'name': 'Yves Peirsman', 'id': 240792557, 'id_str': '240792557', 'indices': [0, 13]}, {'screen_name': 'yvespeirsman', 'name': 'Yves Peirsman', 'id': 240792557, 'id_str': '240792557', 'indices': [49, 62]}]",[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1316684724233003008,1316684724233003008,240792557,240792557,yvespeirsman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,2.0,False,False,nl,,,False,https://pbs.twimg.com/profile_banners/429883491/1450880885,,,,,"[{'id': 1317931586814398465, 'id_str': '1317931586814398465', 'indices': [91, 114], 'media_url': 'http://pbs.twimg.com/media/Eko7y6ZW0AEfAs9.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eko7y6ZW0AEfAs9.jpg', 'url': 'https://t.co/FASSBjwQnJ', 'display_url': 'pic.twitter.com/FASSBjwQnJ', 'expanded_url': 'https://twitter.com/martijnspitters/status/1317931590702538753/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1125, 'h': 599, 'resize': 'fit'}, 'small': {'w': 680, 'h': 362, 'resize': 'fit'}, 'medium': {'w': 1125, 'h': 599, 'resize': 'fit'}}}]","[{'id': 1317931586814398465, 'id_str': '1317931586814398465', 'indices': [91, 114], 'media_url': 'http://pbs.twimg.com/media/Eko7y6ZW0AEfAs9.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eko7y6ZW0AEfAs9.jpg', 'url': 'https://t.co/FASSBjwQnJ', 'display_url': 'pic.twitter.com/FASSBjwQnJ', 'expanded_url': 'https://twitter.com/martijnspitters/status/1317931590702538753/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1125, 'h': 599, 'resize': 'fit'}, 'small': {'w': 680, 'h': 362, 'resize': 'fit'}, 'medium': {'w': 1125, 'h': 599, 'resize': 'fit'}}}]",,,,,,,,,,,,,,,,,,,,,,,
0,39816889,39816889,Kaushik,Kaushik0512,Bangalore,"Loves building awesome products, Engineer/Technologist. All views are mine alone and not my employer's.",http://t.co/qlHXEOY17a,False,129,584,4,Wed May 13 18:53:48 +0000 2009,17,,,True,False,305,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/677547679300194304/dkaPG08d_normal.jpg,https://pbs.twimg.com/profile_images/677547679300194304/dkaPG08d_normal.jpg,897193,272727,272727,B3617B,True,False,False,False,False,False,False,none,,,,,,,,,,[],Sun Nov 15 08:47:56 +0000 2020,1.327896103270826e+18,1327896103270825984,"Sad day, end of an era, death of a legend, feluda is no more. Loss to the world of cinema. https://t.co/RPKhPNCsvd",False,[],[],[],[],"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,1.0,False,False,en,,"[{'url': 'http://t.co/qlHXEOY17a', 'expanded_url': 'http://www.linkedin.com/in/kaushikmukherji', 'display_url': 'linkedin.com/in/kaushikmukh…', 'indices': [0, 22]}]",False,,,,,,"[{'id': 1327896093422546944, 'id_str': '1327896093422546944', 'indices': [91, 114], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/Em2idiMUcAAs-WI.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/Em2idiMUcAAs-WI.jpg', 'url': 'https://t.co/RPKhPNCsvd', 'display_url': 'pic.twitter.com/RPKhPNCsvd', 'expanded_url': 'https://twitter.com/Kaushik0512/status/1327896103270825984/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 300, 'h': 282, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 300, 'h': 282, 'resize': 'fit'}, 'small': {'w': 300, 'h': 282, 'resize': 'fit'}}}]","[{'id': 1327896093422546944, 'id_str': '1327896093422546944', 'indices': [91, 114], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/Em2idiMUcAAs-WI.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/Em2idiMUcAAs-WI.jpg', 'url': 'https://t.co/RPKhPNCsvd', 'display_url': 'pic.twitter.com/RPKhPNCsvd', 'expanded_url': 'https://twitter.com/Kaushik0512/status/1327896103270825984/photo/1', 'type': 'animated_gif', 'sizes': {'medium': {'w': 300, 'h': 282, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 300, 'h': 282, 'resize': 'fit'}, 'small': {'w': 300, 'h': 282, 'resize': 'fit'}}, 'video_info': {'aspect_ratio': [50, 47], 'variants': [{'bitrate': 0, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/tweet_video/Em2idiMUcAAs-WI.mp4'}]}}]",,,,,,,,,,,,,,,,,,,,,,,
0,89276202,89276202,Alex den Haan,alexdenhaan,"Heemskerk, NL","T-Shaped professional. Flexible & Creative. Family man, hardwired to be kind. Talent Acquisition Specialist Faculty @TUDelft  Raadscommissielid @LiberaalHkerk",https://t.co/heji7rLQv3,False,1644,3021,80,Wed Nov 11 20:38:18 +0000 2009,18381,,,True,False,23610,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/2317283386/fv00b6pj17qk9dv6hewk_normal.jpeg,https://pbs.twimg.com/profile_images/2317283386/fv00b6pj17qk9dv6hewk_normal.jpeg,1313D4,FFFFFF,B1E9E8,2B2F62,True,True,False,False,False,False,False,none,,,,,,,,,,[],Wed Nov 18 22:33:45 +0000 2020,1.3291910891531878e+18,1329191089153187843,"RT @LEGO_Group: Auto’s, dieren, draken, prinsessen, knutselwerkjes, games … Onverwachte cadeaus voor iedereen – écht iédereen!",False,[],[],"[{'screen_name': 'LEGO_Group', 'name': 'LEGO', 'id': 295325513, 'id_str': '295325513', 'indices': [3, 14]}]",[],"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,,,,,,,Thu Nov 12 09:57:00 +0000 2020,1.3268263186721055e+18,1326826318672105472,"Auto’s, dieren, draken, prinsessen, knutselwerkjes, games … Onverwachte cadeaus voor iedereen – écht iédereen!",False,[],[],[],[],"<a href=""https://twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",,,,,,,,,,False,3.0,41.0,False,False,,nl,False,3.0,0.0,False,False,nl,,"[{'url': 'https://t.co/heji7rLQv3', 'expanded_url': 'http://about.me/alexdenhaan', 'display_url': 'about.me/alexdenhaan', 'indices': [0, 23]}]",,https://pbs.twimg.com/profile_banners/89276202/1348050722,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,
0,28116928,28116928,Martijn Laarman,Mpdreamz,"Amsterdam, Netherlands","Software Engineer @elastic. 
Light hearted observations, programming, travel & 🍺. Democratic Socialist 🍅",https://t.co/OcbbsU2VCJ,False,1122,575,60,Wed Apr 01 14:36:14 +0000 2009,4582,,,True,False,9433,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1241708231279489024/qhixCelS_normal.jpg,https://pbs.twimg.com/profile_images/1241708231279489024/qhixCelS_normal.jpg,ABB8C2,EEEEEE,EFEFEF,333333,True,False,False,False,False,False,False,none,,,,,,,,,,[],Fri Nov 20 17:24:27 +0000 2020,1.329838025862488e+18,1329838025862488071,"I'm getting old, why is twitter trying to be two things. These fleets are so bolt-on it takes all the fun out of it.",False,[],[],[],[],"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,5.0,False,False,en,,"[{'url': 'https://t.co/OcbbsU2VCJ', 'expanded_url': 'https://github.com/mpdreamz', 'display_url': 'github.com/mpdreamz', 'indices': [0, 23]}]",,https://pbs.twimg.com/profile_banners/28116928/1527164411,,,,,,,,,,99cdab25eddd6bce,https://api.twitter.com/1.1/geo/id/99cdab25eddd6bce.json,city,Amsterdam,"Amsterdam, Nederland",NL,Paesi Bassi,[],Polygon,"[[[4.7288999, 52.2782266], [5.0792072, 52.2782266], [5.0792072, 52.4312289], [4.7288999, 52.4312289]]]",,,,,,,,,,
0,329480502,329480502,Shanna Furuta,Shannaigzam,,,,False,52,396,0,Tue Jul 05 04:30:35 +0000 2011,0,,,False,False,2,,False,False,False,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,True,http://pbs.twimg.com/profile_images/1427027825/1_2__normal.jpg,https://pbs.twimg.com/profile_images/1427027825/1_2__normal.jpg,FF0000,65B0DA,7AC3EE,3D1957,True,False,False,False,False,False,False,none,,,,,,,,,,[],Sun Jul 24 06:38:14 +0000 2011,9.501994374936576e+16,95019943749365761,the actual nude picture http://t.co/N49TmiO,False,[],[],[],"[{'url': 'http://t.co/N49TmiO', 'expanded_url': 'http://durl.me/cx8c6', 'display_url': 'durl.me/cx8c6', 'indices': [24, 43]}]","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,1.0,False,False,en,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,47364026,47364026,uberblic,uberblic,Berlin,We design & build things. Mobile and stuff.,http://t.co/NMTEBDDWOe,False,442,371,56,Mon Jun 15 15:43:16 +0000 2009,1,,,True,False,23,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1474270120/Uberblic_resized_for_twitter_normal.jpg,https://pbs.twimg.com/profile_images/1474270120/Uberblic_resized_for_twitter_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,[],Tue Nov 06 12:46:43 +0000 2012,2.6579735807013683e+17,265797358070136832,Our client @hrs released their last-minute booking app Hotels Now. We contribute some beautiful heatmaps. Read more http://t.co/mZBTlJ3L,False,[],[],"[{'screen_name': 'HRS', 'name': 'HRS Das Hotelportal', 'id': 70902752, 'id_str': '70902752', 'indices': [11, 15]}]","[{'url': 'http://t.co/mZBTlJ3L', 'expanded_url': 'http://uberblic.com/2012/11/hrs-hotels-now-with-heatmaps/', 'display_url': 'uberblic.com/2012/11/hrs-ho…', 'indices': [116, 136]}]","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1.0,1.0,False,False,en,,"[{'url': 'http://t.co/NMTEBDDWOe', 'expanded_url': 'http://uberblic.com', 'display_url': 'uberblic.com', 'indices': [0, 22]}]",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,267629418,267629418,Marc.Williams,MarcWilliams201,"New York, USA",Wnat to know more about me? Visit my site: http://t.co/ceo4AhkfrN,http://t.co/ceo4AhkfrN,False,75,327,3,Thu Mar 17 08:05:14 +0000 2011,8,,,False,False,553,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1276668244/789_normal.jpg,https://pbs.twimg.com/profile_images/1276668244/789_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,"[{'url': 'http://t.co/ceo4AhkfrN', 'expanded_url': 'http://windowsrecoverytool.net', 'display_url': 'windowsrecoverytool.net', 'indices': [43, 65]}]",Wed Jul 27 04:07:14 +0000 2016,7.581517377358725e+17,758151737735872513,Apple's iPhone sales slump again as questions loom over the iPhone 7 https://t.co/FhjGwWNK2y,False,[],[],[],"[{'url': 'https://t.co/FhjGwWNK2y', 'expanded_url': 'http://fb.me/5cWL3GVlO', 'display_url': 'fb.me/5cWL3GVlO', 'indices': [69, 92]}]","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,3.0,False,False,en,,"[{'url': 'http://t.co/ceo4AhkfrN', 'expanded_url': 'http://windowsrecoverytool.net', 'display_url': 'windowsrecoverytool.net', 'indices': [0, 22]}]",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
