,id,id_str,name,screen_name,location,profile_location,description,url,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type,entities.description.urls,status.created_at,status.id,status.id_str,status.text,status.truncated,status.entities.hashtags,status.entities.symbols,status.entities.user_mentions,status.entities.urls,status.entities.media,status.extended_entities.media,status.source,status.in_reply_to_status_id,status.in_reply_to_status_id_str,status.in_reply_to_user_id,status.in_reply_to_user_id_str,status.in_reply_to_screen_name,status.geo,status.coordinates,status.place,status.contributors,status.retweeted_status.created_at,status.retweeted_status.id,status.retweeted_status.id_str,status.retweeted_status.text,status.retweeted_status.truncated,status.retweeted_status.entities.hashtags,status.retweeted_status.entities.symbols,status.retweeted_status.entities.user_mentions,status.retweeted_status.entities.urls,status.retweeted_status.entities.media,status.retweeted_status.extended_entities.media,status.retweeted_status.source,status.retweeted_status.in_reply_to_status_id,status.retweeted_status.in_reply_to_status_id_str,status.retweeted_status.in_reply_to_user_id,status.retweeted_status.in_reply_to_user_id_str,status.retweeted_status.in_reply_to_screen_name,status.retweeted_status.geo,status.retweeted_status.coordinates,status.retweeted_status.place.id,status.retweeted_status.place.url,status.retweeted_status.place.place_type,status.retweeted_status.place.name,status.retweeted_status.place.full_name,status.retweeted_status.place.country_code,status.retweeted_status.place.country,status.retweeted_status.place.contained_within,status.retweeted_status.place.bounding_box.type,status.retweeted_status.place.bounding_box.coordinates,status.retweeted_status.contributors,status.retweeted_status.is_quote_status,status.retweeted_status.retweet_count,status.retweeted_status.favorite_count,status.retweeted_status.favorited,status.retweeted_status.retweeted,status.retweeted_status.possibly_sensitive,status.retweeted_status.lang,status.is_quote_status,status.retweet_count,status.favorite_count,status.favorited,status.retweeted,status.possibly_sensitive,status.lang,profile_banner_url,live_following,muting,blocking,blocked_by,status.quoted_status_id,status.quoted_status_id_str,status.retweeted_status.place,entities.url.urls,status.retweeted_status.quoted_status_id,status.retweeted_status.quoted_status_id_str,status.retweeted_status.scopes.followers,status.place.id,status.place.url,status.place.place_type,status.place.name,status.place.full_name,status.place.country_code,status.place.country,status.place.contained_within,status.place.bounding_box.type,status.place.bounding_box.coordinates
0,18932422,18932422,mizzaro,mizzaro,,,,,False,157,332,8,Tue Jan 13 07:45:49 +0000 2009,344,,,True,False,142,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,True,False,False,False,none,[],Wed Sep 16 07:21:50 +0000 2020,1.306131161157075e+18,1306131161157074945,RT @makkox: day one https://t.co/DjycLGsOpW,False,[],[],"[{'screen_name': 'makkox', 'name': 'makkox', 'id': 16273541, 'id_str': '16273541', 'indices': [3, 10]}]",[],"[{'id': 1305781007749177351, 'id_str': '1305781007749177351', 'indices': [20, 43], 'media_url': 'http://pbs.twimg.com/media/Eh8Q6IFXYAcOGVf.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eh8Q6IFXYAcOGVf.jpg', 'url': 'https://t.co/DjycLGsOpW', 'display_url': 'pic.twitter.com/DjycLGsOpW', 'expanded_url': 'https://twitter.com/makkox/status/1305781010915823616/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 601, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 1026, 'h': 2048, 'resize': 'fit'}, 'small': {'w': 341, 'h': 680, 'resize': 'fit'}}, 'source_status_id': 1305781010915823616, 'source_status_id_str': '1305781010915823616', 'source_user_id': 16273541, 'source_user_id_str': '16273541'}]","[{'id': 1305781007749177351, 'id_str': '1305781007749177351', 'indices': [20, 43], 'media_url': 'http://pbs.twimg.com/media/Eh8Q6IFXYAcOGVf.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eh8Q6IFXYAcOGVf.jpg', 'url': 'https://t.co/DjycLGsOpW', 'display_url': 'pic.twitter.com/DjycLGsOpW', 'expanded_url': 'https://twitter.com/makkox/status/1305781010915823616/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 601, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 1026, 'h': 2048, 'resize': 'fit'}, 'small': {'w': 341, 'h': 680, 'resize': 'fit'}}, 'source_status_id': 1305781010915823616, 'source_status_id_str': '1305781010915823616', 'source_user_id': 16273541, 'source_user_id_str': '16273541'}]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,Tue Sep 15 08:10:27 +0000 2020,1.3057810109158236e+18,1305781010915823616,day one https://t.co/DjycLGsOpW,False,[],[],[],[],"[{'id': 1305781007749177351, 'id_str': '1305781007749177351', 'indices': [8, 31], 'media_url': 'http://pbs.twimg.com/media/Eh8Q6IFXYAcOGVf.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eh8Q6IFXYAcOGVf.jpg', 'url': 'https://t.co/DjycLGsOpW', 'display_url': 'pic.twitter.com/DjycLGsOpW', 'expanded_url': 'https://twitter.com/makkox/status/1305781010915823616/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 601, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 1026, 'h': 2048, 'resize': 'fit'}, 'small': {'w': 341, 'h': 680, 'resize': 'fit'}}}]","[{'id': 1305781007749177351, 'id_str': '1305781007749177351', 'indices': [8, 31], 'media_url': 'http://pbs.twimg.com/media/Eh8Q6IFXYAcOGVf.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eh8Q6IFXYAcOGVf.jpg', 'url': 'https://t.co/DjycLGsOpW', 'display_url': 'pic.twitter.com/DjycLGsOpW', 'expanded_url': 'https://twitter.com/makkox/status/1305781010915823616/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 601, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 1026, 'h': 2048, 'resize': 'fit'}, 'small': {'w': 341, 'h': 680, 'resize': 'fit'}}}]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,7d588036fe12e124,https://api.twitter.com/1.1/geo/id/7d588036fe12e124.json,city,Rome,"Rome, Lazio",IT,Italy,[],Polygon,"[[[12.2344266, 41.6558738], [12.8558641, 41.6558738], [12.8558641, 42.140959], [12.2344266, 42.140959]]]",,False,516.0,3842.0,False,False,False,en,False,516.0,0.0,False,False,False,en,,,,,,,,,,,,,,,,,,,,,,
0,1972411447,1972411447,Christian Abbondo,ChriShot90,,,|1 Lan| |21|  Swager since 1999,,False,46,227,0,Sat Oct 19 18:02:28 +0000 2013,1440,,,True,False,202,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/801843465319575552/zYXM7mDt_normal.jpg,https://pbs.twimg.com/profile_images/801843465319575552/zYXM7mDt_normal.jpg,171CA8,000000,000000,000000,False,False,False,False,False,False,False,none,[],Sun Nov 08 22:19:00 +0000 2020,1.3255634994482995e+18,1325563499448299521,bruh?😶😶 https://t.co/vbHAkMobsx,False,[],[],[],"[{'url': 'https://t.co/vbHAkMobsx', 'expanded_url': 'https://twitter.com/parscale/status/1258388669544759296', 'display_url': 'twitter.com/parscale/statu…', 'indices': [8, 31]}]",,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.0,1.0,False,False,False,en,https://pbs.twimg.com/profile_banners/1972411447/1484850037,False,False,False,False,1.2583886695447593e+18,1258388669544759296,,,,,,,,,,,,,,,
0,257691637,257691637,Dung Doan,dungdx34,Hanoi University of Technology,,,,False,121,3879,0,Fri Feb 25 23:56:08 +0000 2011,72,,,True,False,1,,False,False,False,0099B9,http://abs.twimg.com/images/themes/theme4/bg.gif,https://abs.twimg.com/images/themes/theme4/bg.gif,True,http://pbs.twimg.com/profile_images/3660852329/fdf5266b63b7dc6241b66c0ad55af055_normal.jpeg,https://pbs.twimg.com/profile_images/3660852329/fdf5266b63b7dc6241b66c0ad55af055_normal.jpeg,0099B9,5ED4DC,95E8EC,3C3940,True,False,False,False,False,False,False,none,[],Tue Sep 01 11:01:55 +0000 2020,1.3007507314864906e+18,1300750731486490625,"RT @feamster: I just published ""Do You Need a Ph.D.?"" https://t.co/Wq1Dkp0BFN",False,[],[],"[{'screen_name': 'feamster', 'name': 'Nick Feamster', 'id': 6222842, 'id_str': '6222842', 'indices': [3, 12]}]","[{'url': 'https://t.co/Wq1Dkp0BFN', 'expanded_url': 'https://link.medium.com/aPmBMZ6To9', 'display_url': 'link.medium.com/aPmBMZ6To9', 'indices': [54, 77]}]",,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,Mon Aug 31 14:04:44 +0000 2020,1.300434351574913e+18,1300434351574913026,"I just published ""Do You Need a Ph.D.?"" https://t.co/Wq1Dkp0BFN",False,[],[],[],"[{'url': 'https://t.co/Wq1Dkp0BFN', 'expanded_url': 'https://link.medium.com/aPmBMZ6To9', 'display_url': 'link.medium.com/aPmBMZ6To9', 'indices': [40, 63]}]",,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,,,,,,,,,,False,68.0,205.0,False,False,False,en,False,68.0,0.0,False,False,False,en,,False,False,False,False,,,,,,,,,,,,,,,,,
0,4893681,4893681,Flavio Martins,flaviomartins,"Lisbon, Portugal",,Head of Data Science @vohcolab | Researcher @novalincs,https://t.co/4JV9v16sqe,False,603,577,29,Mon Apr 16 16:14:43 +0000 2007,3328,,,True,False,1396,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1038536758219169793/YyKk7Omq_normal.jpg,https://pbs.twimg.com/profile_images/1038536758219169793/YyKk7Omq_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],Tue Oct 27 15:40:53 +0000 2020,1.321114656350589e+18,1321114656350588928,RT @srchvrs: Question about Python multiprocessing synchronization. Is there any primitive for k process sync point? The best I can do is t…,False,[],[],"[{'screen_name': 'srchvrs', 'name': 'Leo Boytsov', 'id': 87473622, 'id_str': '87473622', 'indices': [3, 11]}]",[],,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,Tue Oct 27 15:34:03 +0000 2020,1.3211129337122038e+18,1321112933712203777,Question about Python multiprocessing synchronization. Is there any primitive for k process sync point? The best I… https://t.co/GHbu8D3my0,True,[],[],[],"[{'url': 'https://t.co/GHbu8D3my0', 'expanded_url': 'https://twitter.com/i/web/status/1321112933712203777', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]",,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,,,,,,,,,,False,1.0,1.0,False,False,,en,False,1.0,0.0,False,False,,en,https://pbs.twimg.com/profile_banners/4893681/1448467469,False,False,False,False,,,,"[{'url': 'https://t.co/4JV9v16sqe', 'expanded_url': 'http://flaviomartins.eu', 'display_url': 'flaviomartins.eu', 'indices': [0, 23]}]",,,,,,,,,,,,,
0,116897811,116897811,Robert Monarch,WWRob,San Francisco,,"Private/Global Machine Learning at @Apple 
Runs @BayAreaNLP 
Wrote https://t.co/tccHtxEzTb 
Prev @StanfordNLP @AWSCloud 
Opinions my own 
🚲🌍 they/he",http://t.co/rNWjL2tin5,False,4407,2983,239,Tue Feb 23 22:47:08 +0000 2010,4140,,,True,False,3310,,False,False,False,000000,http://abs.twimg.com/images/themes/theme13/bg.gif,https://abs.twimg.com/images/themes/theme13/bg.gif,False,http://pbs.twimg.com/profile_images/1273073340526166016/2wwJbkoz_normal.jpg,https://pbs.twimg.com/profile_images/1273073340526166016/2wwJbkoz_normal.jpg,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/tccHtxEzTb', 'expanded_url': 'http://bit.ly/human-in-the-loop', 'display_url': 'bit.ly/human-in-the-l…', 'indices': [67, 90]}]",Wed Nov 11 18:37:34 +0000 2020,1.326594936465027e+18,1326594936465027072,"@ani_nenkova @emnlp2020 @Twitter Most of those precedents were probably ok with terms of service at that time, if n… https://t.co/qGzUcJ8nU2",True,[],[],"[{'screen_name': 'ani_nenkova', 'name': 'Ani Nenkova', 'id': 4417968213, 'id_str': '4417968213', 'indices': [0, 12]}, {'screen_name': 'emnlp2020', 'name': 'emnlp2020', 'id': 964589615230337024, 'id_str': '964589615230337024', 'indices': [13, 23]}, {'screen_name': 'Twitter', 'name': 'Twitter', 'id': 783214, 'id_str': '783214', 'indices': [24, 32]}]","[{'url': 'https://t.co/qGzUcJ8nU2', 'expanded_url': 'https://twitter.com/i/web/status/1326594936465027072', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1326571864651669504,1326571864651669504,4417968213,4417968213,ani_nenkova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,1.0,False,False,,en,https://pbs.twimg.com/profile_banners/116897811/1595445873,False,False,False,False,,,,"[{'url': 'http://t.co/rNWjL2tin5', 'expanded_url': 'http://www.robertmunro.com', 'display_url': 'robertmunro.com', 'indices': [0, 22]}]",,,,,,,,,,,,,
0,551951577,551951577,Jorge Carrillo-de-A.,JCAlbornozC,,,,https://t.co/BDqsl3iYfs,False,50,90,4,Thu Apr 12 13:42:57 +0000 2012,81,,,False,False,72,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/852163253551726594/ESnx5LSr_normal.jpg,https://pbs.twimg.com/profile_images/852163253551726594/ESnx5LSr_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],Fri Oct 02 23:15:52 +0000 2020,1.3121694576581304e+18,1312169457658130434,"RT @GoogleAI: Announcing Menger, a massively large-scale distributed #ReinforcementLearning infrastructure that scales to several thousands…",False,"[{'text': 'ReinforcementLearning', 'indices': [69, 91]}]",[],"[{'screen_name': 'GoogleAI', 'name': 'Google AI', 'id': 33838201, 'id_str': '33838201', 'indices': [3, 12]}]",[],,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,Fri Oct 02 18:46:10 +0000 2020,1.3121015866681426e+18,1312101586668142592,"Announcing Menger, a massively large-scale distributed #ReinforcementLearning infrastructure that scales to several… https://t.co/jEwnHkSn0I",True,"[{'text': 'ReinforcementLearning', 'indices': [55, 77]}]",[],[],"[{'url': 'https://t.co/jEwnHkSn0I', 'expanded_url': 'https://twitter.com/i/web/status/1312101586668142592', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,,,,,,,,,,False,172.0,591.0,False,False,False,en,False,172.0,0.0,False,False,,en,,False,False,False,False,,,,"[{'url': 'https://t.co/BDqsl3iYfs', 'expanded_url': 'http://nlp.uned.es/~jcalbornoz/', 'display_url': 'nlp.uned.es/~jcalbornoz/', 'indices': [0, 23]}]",,,,,,,,,,,,,
0,91697719,91697719,Frank T. Hopfgartner,FTHopf,Sheffield,,"Senior Lecturer in Data Science and Head of the IR Group at @SheffieldUni, working on Information Retrieval, #RecSys, and Quantified Self.",https://t.co/I8LhW54U7V,False,835,611,43,Sun Nov 22 01:41:50 +0000 2009,741,,,True,False,1318,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/3310758389/fe7d12d41d859faaa79c8cd8341f50d3_normal.jpeg,https://pbs.twimg.com/profile_images/3310758389/fe7d12d41d859faaa79c8cd8341f50d3_normal.jpeg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],Tue Nov 10 21:01:25 +0000 2020,1.3262687517178184e+18,1326268751717818368,"RT @ziqizhang_zz: We have a job post on data analytics focusing on social media data mining and recommender systems, please help spread the…",False,[],[],"[{'screen_name': 'ziqizhang_zz', 'name': 'Ziqi Zhang', 'id': 1428046225, 'id_str': '1428046225', 'indices': [3, 16]}]",[],,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,Tue Nov 10 20:13:15 +0000 2020,1.3262566285350748e+18,1326256628535074826,"We have a job post on data analytics focusing on social media data mining and recommender systems, please help spre… https://t.co/xf7UPHnKZB",True,[],[],[],"[{'url': 'https://t.co/xf7UPHnKZB', 'expanded_url': 'https://twitter.com/i/web/status/1326256628535074826', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,,,,,,,,,,False,3.0,3.0,False,False,False,en,False,3.0,0.0,False,False,,en,,False,False,False,False,,,,"[{'url': 'https://t.co/I8LhW54U7V', 'expanded_url': 'http://www.hopfgartner.co.uk/', 'display_url': 'hopfgartner.co.uk', 'indices': [0, 23]}]",,,,,,,,,,,,,
0,94732055,94732055,Luke Gallagher,lgr3d,Australia,,,https://t.co/v4TZCbehNm,False,76,366,2,Sat Dec 05 05:24:54 +0000 2009,620,,,False,False,1015,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/559809397/com.apple.user501pictureCache_normal.png,https://pbs.twimg.com/profile_images/559809397/com.apple.user501pictureCache_normal.png,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],Sun Nov 08 10:37:19 +0000 2020,1.3253869133358326e+18,1325386913335832577,"Interesting reading IR lectures summer school 2000 (found via Fuhr's chapter on retrieval models)
https://t.co/v20RWGd4MG",False,[],[],[],"[{'url': 'https://t.co/v20RWGd4MG', 'expanded_url': 'https://archive.org/details/springer_10.1007-3-540-45368-7', 'display_url': 'archive.org/details/spring…', 'indices': [98, 121]}]",,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,1.0,False,False,False,en,,False,False,False,False,,,,"[{'url': 'https://t.co/v4TZCbehNm', 'expanded_url': 'https://lukeg.io', 'display_url': 'lukeg.io', 'indices': [0, 23]}]",,,,,,,,,,,,,
0,514667085,514667085,Antonio Mallia,antonio_mallia,"New York, USA",,"PhD fellow @ NYU Tandon. Passionate about algorithms, data structures, distributed systems and software design. Opinions are my own.",https://t.co/xoPQk1AFSd,False,952,2163,49,Sun Mar 04 19:22:28 +0000 2012,270,,,False,False,51287,,False,False,False,E8CA8E,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1088837806158479360/CrqMEi4P_normal.jpg,https://pbs.twimg.com/profile_images/1088837806158479360/CrqMEi4P_normal.jpg,1B95E0,C0DEED,DDEEF6,333333,True,True,False,False,False,False,False,none,[],Fri Oct 16 09:29:17 +0000 2020,1.3170348704309903e+18,1317034870430990337,"I am pleased to announce that our paper  “Fast Disjunctive Candidate Generation Using Live Block Filtering“, with M… https://t.co/yVnGvEsQxm",True,[],[],[],"[{'url': 'https://t.co/yVnGvEsQxm', 'expanded_url': 'https://twitter.com/i/web/status/1317034870430990337', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2.0,11.0,False,False,,en,https://pbs.twimg.com/profile_banners/514667085/1548549079,False,False,False,False,,,,"[{'url': 'https://t.co/xoPQk1AFSd', 'expanded_url': 'http://www.antoniomallia.it', 'display_url': 'antoniomallia.it', 'indices': [0, 23]}]",,,,,,,,,,,,,
0,4149032843,4149032843,NewsIR Workshop '19,NewsIR_Workshop,"Paris, France",,"International workshop on Recent Trends in News Information Retrieval. IR loves News. #Journalism #ddj #News #Search #NLP #IR  

25. July 2019 - Paris",https://t.co/95onvpoCQQ,False,105,219,4,Mon Nov 09 12:20:28 +0000 2015,6,,,False,False,25,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1115297717054517249/Be7gpx1h_normal.png,https://pbs.twimg.com/profile_images/1115297717054517249/Be7gpx1h_normal.png,FAB81E,000000,000000,000000,False,True,False,False,False,False,False,none,[],Fri Jun 07 13:10:15 +0000 2019,1.136983709993898e+18,1136983709993897990,Thanks you for the many submissions to #NewsIR19 - new record! We are reviewing all the contributions now and will… https://t.co/jNyl1Brmr4,True,"[{'text': 'NewsIR19', 'indices': [39, 48]}]",[],[],"[{'url': 'https://t.co/jNyl1Brmr4', 'expanded_url': 'https://twitter.com/i/web/status/1136983709993897990', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]",,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,False,False,,en,https://pbs.twimg.com/profile_banners/4149032843/1554802700,False,False,False,False,,,,"[{'url': 'https://t.co/95onvpoCQQ', 'expanded_url': 'https://research.signal-ai.com/newsir19/', 'display_url': 'research.signal-ai.com/newsir19/', 'indices': [0, 23]}]",,,,,,,,,,,,,
